STNCode|Name of Monitoring Location|State_Name|Temperature_Min|Temperature_Max|pH_Min|pH_Max|Conductivity_Min(μmhos/cm)|Conductivity_Max(μmhos/cm)|BOD_Min (mg/L)|BOD_Max (mg/L)|Nitrate N_Min (mg/L)|Nitrate N_Max (mg/L)|Faecal Coliform_Min (MPN/100ml)|Faecal Coliform_Max (MPN/100ml)|Total Coliform_Min (MPN/100ml)|Total Coliform_Max (MPN/100ml)|Total Dissolved Solids_Min (mg/L)|Total Dissolved Solids_Max (mg/L)|Fluoride_Min(mg/L)|Fluoride_Max(mg/L)|Arsenic_Min (mg/L)|Arsenic_Max (mg/L)
2311|WELL AT VADAVATHOOR(KOTTAYAM)|KERALA|27|29|6.1|6.7|121|128|1|1|0.3|1.6|400|600|790|1100|74|78|0.2|0.2|-|-
2310|WELL AT VAIKOM|KERALA|26|26|6|6.1|166|328|1|1|0.3|0.3|100|1000|250|2000|98|200|0.2|0.2|-|-
3463|WELL AT VELLIPARAMBA,KOZHEKODE|KERALA|28|30|5.4|6.3|80|119|1|1|0.3|4.89|40|120|140|240|46|72|0.2|0.2|-|-
1585|WELL AT VYTTILA, ERNAKULAMDISTT. , KERALA|KERALA|28|31|7|7|356|643|1.5|4.6|0.3|0.53|150|430|790|1200|190|355|0.2|0.4|-|-
3472|WELL OF TEMPLEPARASSINIKADAVU, KANNUR|KERALA|26|28|7|7.1|365|552|1|1|0.3|0.3|31|49|250|250|216|360|0.2|0.3|-|-
1606|WELL (PUBLIC )OPPOSITES.B.SCHOOL|LAKSHADWEEP|28.5|28.5|7.3|7.3|714|714|-|-|-|-|-|-|-|-|478|478|-|-|-|-
1600|WELL C/O ANDAM PALLI|LAKSHADWEEP|29.3|29.3|7.1|7.1|877|877|-|-|-|-|-|-|-|-|588|588|-|-|-|-
4575|WELL C/O BEEREADAM|LAKSHADWEEP|28.9|30|6.7|7|928|1020|-|-|-|-|-|-|-|-|604|663|-|-|-|-
4564|WELL C/O BELAVILATHA PALLI|LAKSHADWEEP|30.4|30.6|6.6|7|1050|1709|-|-|-|-|-|-|-|-|683|1111|-|-|-|-
1601|WELL C/O CIRCUIT HOUSE|LAKSHADWEEP|29|29|7.2|7.2|937|937|-|-|-|-|-|-|-|-|628|628|-|-|-|-
4570|WELL C/O FRIENDS COMMONCLUB|LAKSHADWEEP|30.2|30.6|7|7.6|1011|1701|-|-|-|-|-|-|-|-|657|1106|-|-|-|-
1602|WELL C/O GOVT. PRESS,|LAKSHADWEEP|28.8|29.3|7.5|7.5|725|837|-|-|-|-|-|-|-|-|486|561|-|-|-|-
4552|WELL C/O HIGH SCHOOL|LAKSHADWEEP|29.1|30|7.2|7.3|1093|1101|-|-|-|-|-|-|-|-|732|738|-|-|-|-
4576|WELL C/O HUSSAIN MANZIL|LAKSHADWEEP|30.4|30.9|6.4|7.2|655|695|-|-|-|-|-|-|-|-|426|452|-|-|-|-
4554|WELL C/O I.G HOSPITAL|LAKSHADWEEP|29|29|7.2|7.2|861|861|-|-|-|-|-|-|-|-|577|577|-|-|-|-
4553|WELL C/O J.B. SCHOOL (N)|LAKSHADWEEP|27|27|7.4|7.4|802|802|-|-|-|-|-|-|-|-|537|537|-|-|-|-
4562|WELL C/O JBS (C )|LAKSHADWEEP|29|30.2|7.3|7.4|1084|1094|-|-|-|-|-|-|-|-|705|711|-|-|-|-
1596|WELL C/O KADAT PALLI|LAKSHADWEEP|28.8|28.8|7.2|7.2|715|715|-|-|-|-|-|-|-|-|479|479|-|-|-|-
4550|WELL C/O KENDRIYA VIDYALAYA|LAKSHADWEEP|29.2|30.6|7.3|7.7|1024|1229|-|-|-|-|-|-|-|-|686|823|-|-|-|-
4565|WELL C/O LAGOONS BATH|LAKSHADWEEP|30.2|30.6|6.6|6.6|724|996|-|-|-|-|-|-|-|-|471|647|-|-|-|-
4569|WELL C/O MANDALI|LAKSHADWEEP|30.5|30.8|7.3|7.7|1098|2129|-|-|-|-|-|-|-|-|714|1384|-|-|-|-
4574|WELL C/O MOULA PALL|LAKSHADWEEP|29|30.8|7.1|7.1|536|683|-|-|-|-|-|-|-|-|349|444|-|-|-|-
1604|WELL C/O MPSAF QUARTER|LAKSHADWEEP|29.6|29.8|7|7.4|1320|3870|-|-|-|-|-|-|-|-|486|884|-|-|-|-
4563|WELL C/O NURSERY SCHOOL|LAKSHADWEEP|30.2|30.9|6.2|6.7|810|910|-|-|-|-|-|-|-|-|527|592|-|-|-|-
4572|WELL C/O OBSERVATORY|LAKSHADWEEP|29.9|30.3|7.4|7.5|776|1311|-|-|-|-|-|-|-|-|504|852|-|-|-|-
1603|WELL C/O OLD POLICEBARRACKS,|LAKSHADWEEP|29.3|30.7|7.1|7.4|1296|1733|-|-|-|-|-|-|-|-|628|1161|-|-|-|-
4558|WELL C/O PURAKKATTAPOOMI|LAKSHADWEEP|28.8|30|7.1|7.7|935|1140|-|-|-|-|-|-|-|-|608|741|-|-|-|-
1599|WELL C/O PURATHA PALLI|LAKSHADWEEP|28.8|28.8|7.2|7.2|621|621|-|-|-|-|-|-|-|-|416|416|-|-|-|-
1598|WELL C/O PUTHIYA PALLI|LAKSHADWEEP|28.3|28.3|7.3|7.3|480|480|-|-|-|-|-|-|-|-|322|322|-|-|-|-
4560|WELL C/O PUTHIYARA PALLI|LAKSHADWEEP|29|30.2|6.9|7.1|3560|6880|-|-|-|-|-|-|-|-|2314|4472|-|-|-|-
4561|WELL C/O PUTHIYATHAKAL|LAKSHADWEEP|29|30.2|6.8|6.9|1721|3560|-|-|0.3|0.3|2|2|2|2|1187|2314|-|-|-|-
4556|WELL C/O SOLAR PLANT|LAKSHADWEEP|29.2|30.7|7.3|7.5|773|963|-|-|-|-|-|-|-|-|518|645|-|-|-|-
4573|WELL C/O SULTHAN VEED|LAKSHADWEEP|29.1|29.9|7|7|805|1096|-|-|-|-|-|-|-|-|524|712|-|-|-|-
4559|WELL C/O THAJ MANZIL|LAKSHADWEEP|28.9|30.2|7.1|7.5|1320|2630|-|-|-|-|-|-|-|-|858|1710|-|-|-|-
4567|WELL C/O UJRA PALLI|LAKSHADWEEP|29|31|7.2|7.2|594|618|-|-|-|-|-|-|-|-|10|402|-|-|-|-
1597|WELL NEAR BADER PALLI|LAKSHADWEEP|27.8|27.8|7.3|7.3|563|563|-|-|-|-|-|-|-|-|377|377|-|-|-|-
1595|WELL NEAR CHEKKILLAM HOUSE|LAKSHADWEEP|28.7|28.7|7.4|7.4|373|373|-|-|-|-|-|-|-|-|250|250|-|-|-|-
1605|WELL NEAR HALIPAD|LAKSHADWEEP|29.2|30.6|7.4|7.4|992|1280|-|-|-|-|-|-|-|-|665|854|-|-|-|-
4571|WELL NEAR HARBOR COTTAGE|LAKSHADWEEP|30.3|30.6|6.6|7.2|1025|2802|-|-|-|-|-|-|-|-|666|1821|-|-|-|-
4555|WELL NEAR HELIPAD 2|LAKSHADWEEP|29.1|30.3|7.4|7.8|1611|2120|-|-|-|-|-|-|-|-|1079|1420|-|-|-|-
1593|WELL NEAR J.B SCHOOL|LAKSHADWEEP|29|29|7.1|7.1|990|990|-|-|-|-|-|-|-|-|-|-|-|-|-|-
4551|WELL NEAR J.B. SCHOOL (E)WITH MOTOR)|LAKSHADWEEP|27.3|27.3|7.2|7.2|876|876|-|-|-|-|-|-|-|-|240|240|-|-|-|-
4548|WELL NEAR KENDRIYA VIDYALAYA|LAKSHADWEEP|29.8|30|7.2|8|725|1710|-|-|-|-|-|-|-|-|486|1146|-|-|-|-
1594|WELL NEAR OTTAVATHIL PALLI|LAKSHADWEEP|27.2|27.2|7.2|7.2|935|935|-|-|-|-|-|-|-|-|626|626|-|-|-|-
1402|WELL NEAR PWD ADJACENT TOCHAKIKILUM IN KAVARATTI|LAKSHADWEEP|28.1|28.1|7.2|7.2|663|663|-|-|-|-|-|-|-|-|444|444|-|-|-|-
4566|WELL NEAR S & T|LAKSHADWEEP|28.9|29.5|6.8|6.9|1080|1163|-|-|-|-|-|-|-|-|702|756|-|-|-|-
4549|WELL NEAR STADIUM|LAKSHADWEEP|28.8|29.6|7.3|7.5|664|679|-|-|-|-|-|-|-|-|445|455|-|-|-|-
3342|BOREWELL WATER AT VILLAGETARPUR, SECTOR-II, PITHAMPUR, INDUSTRIAL AREA|MADHYA PRADESH|20|23|7.6|7.8|458|679|1|1|0.7|1.86|2|2|2|4|270|580|0.7|0.7|-|-
4618|GROUND WATER AT INDUSTRIAL AREA, MANERI DISTT MANDLA|MADHYA PRADESH|21.8|21.8|7.3|7.3|498|498|1|1|0.4|0.4|2|2|10|10|476|476|0.2|0.2|0.001|0.001
3838|GROUND WATER NCL,JINGURDHA, QSHF-176 METENCE OFF, DIST SINGROULI|MADHYA PRADESH|26.8|30|7.1|7.5|492|560|-|-|1.5|3.3|-|-|-|-|376|378|-|-|-|-
3823|GROUND WATER NEAR BUS STAND, DIST BALAGHAT|MADHYA PRADESH|21.2|21.2|7.2|7.4|418|418|1|1|0.3|0.3|2|2|14|14|262|354|0.2|0.2|0.001|0.001
3825|GROUND WATER NEAR BUSSTAND, DIST MANDLA|MADHYA PRADESH|21|21|7.3|7.4|563|670|1|1|0.3|0.4|2|2|17|17|476|668|0.2|0.2|0.001|0.001
3822|GROUND WATER NEAR BUS STAND, DIST NARSINGPUR|MADHYA PRADESH|21.3|21.3|7.2|7.4|438|438|1|1|0.6|0.6|2|2|13|13|312|418|0.2|0.2|0.001|0.001
3826|GROUND WATER NEAR BUS STAND, DIST SEONI|MADHYA PRADESH|21|21.6|7.3|7.3|260|529|1|1|0.3|0.6|2|2|15|15|150|438|0.2|0.2|0.001|0.001
3844|GROUND WATER NEARCOMMERCIAL AUTO MOBILE|MADHYA PRADESH|27.3|30|7.1|7.5|450|597|-|-|1.4|4.7|-|-|-|-|294|554|-|-|-|-
None|NEAR BHARAT PETROL PUMP,VINDHYA NAGAR, SINGROULI|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
3843|GROUND WATER NEAR ENTRANCE GAGE OFVIVEKANANAD STATUE, NIGAHI, SINGROULI|MADHYA PRADESH|26.6|26.6|7.3|7.3|413|413|-|-|3.9|3.9|-|-|-|-|385|385|-|-|-|-
3839|GROUND WATER NEAR SHIVMANDIR, AMLORI NCL, PROJECT SINGROULI|MADHYA PRADESH|27.2|30|7.3|7.5|373|700|-|-|0.3|4.1|-|-|-|-|321|475|-|-|-|-
3842|GROUND WATER NEAR SUBSTATION SECTOR-B, DUDHICHUA NCL PROJECT, SINGROULI|MADHYA PRADESH|26.5|26.5|7.6|7.6|448|448|-|-|4.1|4.1|-|-|-|-|330|330|-|-|-|-
3840|GROUND WATER NEAR SUBJEE MANDI NCL JAYANT (BESIDEPOLICE STATION), SINGROULI|MADHYA PRADESH|26.5|30|7.4|7.5|260|310|-|-|0.3|3.8|-|-|-|-|178|288|-|-|-|-
3837|GROUND WATER PRIMARY SCHOOL DHOBI GHAT, DISTSINGROULI|MADHYA PRADESH|26.8|28|7.1|7.5|492|560|-|-|1.5|3.3|-|-|-|-|358|376|-|-|-|-
1618|GROUND WATER SAMPLING AT TWO POINTS IN INDUSTRIALAREA MALANPUR, M.P|MADHYA PRADESH|26|26|7.5|7.5|1500|1500|-|-|1.8|1.8|2|2|11|11|960|960|-|-|-|-
1619|GROUND WATER SAMPLING AT TWO POINTS IN INDUSTRIALAREA MALANPUR, M.P|MADHYA PRADESH|24|24|7.9|7.9|1625|1625|-|-|0.8|0.8|2|2|12|12|998|998|-|-|-|-
3841|GROUND WATER SARVESWARRAJA COLONY JAYANT, SINGROULI|MADHYA PRADESH|26.5|30|7.5|7.6|410|448|-|-|2.5|4.1|-|-|-|-|265|330|-|-|-|-
3824|GROUND WATER VILLBHEEMJORI, MALAJKH, DIST BALAGHAT|MADHYA PRADESH|21|21|7.4|8.4|477|1017|1|1|0.3|0.3|2|2|4|4|440|817|0.2|0.2|0.001|0.001
3827|GROUND WATER VILL IMALIA,DIST JABALPUR|MADHYA PRADESH|21|22.2|7.2|7.4|298|542|1|1|0.3|0.3|2|2|14|14|274|462|0.2|0.2|0.001|0.001
4625|HAND PUMP DISTRICT HOSPITABHOPAL|MADHYA PRADESH|24|28|7|7.2|758|1995|1|1|5.05|6.85|66|66|220|220|548|1522|0.2|0.4|-|-
4630|HAND PUMP DISTRICT HOSPITALBETUL|MADHYA PRADESH|25|30|7.4|8.1|723|723|1.2|1.4|1.2|1.4|3|3|15|15|450|450|0.2|0.2|-|-
4627|HAND PUMP DISTRICT HOSPITALHOSHANGABAD|MADHYA PRADESH|20|27|7.1|7.6|739|3767|1|1|6.42|34.6|2|2|23|24|278|544|0.2|0.2|-|-
4626|HAND PUMP DISTRICT HOSPITALSEHORE|MADHYA PRADESH|24|28|6.9|7.9|529|1152|3.5|7|0.3|5.75|2|2|280|280|384|712|0.2|0.7|-|-
4628|HAND PUMP DISTRICT HOSPITAL VIDISHA|MADHYA PRADESH|23|25|7|7.1|1013|1235|1|1.5|0.36|15|2|2|22|22|768|876|0.2|0.3|-|-
4629|HAND PUMP DSTRICT HOSPITALTAISEN|MADHYA PRADESH|28|28|7.4|7.4|1178|1178|2.8|2.8|15.09|15.09|2|2|24|24|765|765|-|-|-|-
3338|HAND PUMP NEAR PANCHAYAT BHAWAN, VILLAGE TINAWALIRAIRU|MADHYA PRADESH|26|26|7.9|7.9|386|386|-|-|0.3|0.3|2|2|14|14|248|248|-|-|-|-
3333|HAND PUMP WATER ATBANSKHEDI, BHOPAL|MADHYA PRADESH|27|28|7.2|7.8|740|848|1|2|6.3|7.21|46|46|210|210|526|622|0.2|0.2|-|-
1617|OPEN WELL/TUBE WELL INDUSTRIAL AREA MANDIDEEP,DISTT. RAISEN, M.P|MADHYA PRADESH|25|25|7.2|7.2|1033|1033|1.3|1.3|12.04|12.04|-|-|-|-|605|605|0.2|0.2|-|-
1616|OPEN WELL/TUBE WELL INDUSTRIAL AREA,GOVINDPURA, BHOPAL, M.P|MADHYA PRADESH|28|29|7.4|7.5|272|811|1|4|8.16|8.9|58|58|350|350|162|598|0.2|0.2|-|-
1897|TUBE WELL AT JAINABAD, NEAR TAPTI BRIDGE, PUMPING STN.BURHANPUR, M.P.|MADHYA PRADESH|21|24|7.6|8.1|696|4887|1|1|2.19|2.7|2|2|2|4|342|430|0.7|0.7|-|-
3340|TUBE WELL AT NEAR TRENCHINGGROUND, INDORE|MADHYA PRADESH|21|23|7.3|7.4|2081|2623|1|1|2.74|3.2|2|2|4|4|1290|1628|0.6|0.8|-|-
3341|TUBE WELL AT SECTOR-III,PITHAMPUR INDUSTRIAL AREA|MADHYA PRADESH|20|24|7.5|7.8|810|982|1|1|2.2|3.98|2|2|4|4|502|591|0.7|1|-|-
3334|TUBE WELL NEAR BUS STAND ATBETUL|MADHYA PRADESH|26|31|7.7|7.7|724|791|1.2|1.8|1.2|1.4|3|3|15|15|455|462|0.2|0.2|-|-
3343|TUBE WELL NEAR INDUSTRIAL AREA UDYOG VIHAR , CHURAT,REWA|MADHYA PRADESH|26.9|28|7.1|7.2|1375|1422|1|1.2|2|4.8|2|2|8|8|1286|1388|-|-|-|-
3854|TUBE WELL WATER SAMPLE OFSIDHI CITY|MADHYA PRADESH|24|28|7|7.1|988|1023|1|1|3.2|3.8|2|2|6|6|757|822|-|-|-|-
3337|TUBE WELL/ HAND PUMP AT INDL AREA SEONI NEARBARAPATTHAR|MADHYA PRADESH|21.2|21.2|7.2|7.5|368|368|1|1|0.5|0.5|2|2|17|17|342|421|0.2|0.2|0.001|0.001
3335|TUBE WELL/ HAND PUMP ATINDUSTRIAL AREA RECHHAI, JABALPUR|MADHYA PRADESH|21.2|21.2|7.1|7.6|282|282|1|1|0.4|0.4|2|2|13|13|262|421|0.2|0.2|0.001|0.001
3336|TUBE WELL/ HAND PUMP ATINDUSTRIAL AREA, CHHINDWARA|MADHYA PRADESH|28|31|7.3|8.1|692|692|1|1|1.2|1.4|3|3|14|15|463|502|0.2|0.2|-|-
3332|TUBE WELL/ HAND PUMP ATINDUSTRIAL AREA, DEWAS|MADHYA PRADESH|22|30|7.4|7.8|2104|3050|1.4|2.2|4.9|4.98|-|-|-|-|1646|2170|-|-|-|-
3339|TUBE WELL/ HAND PUMP NEAR MANGLIA INDUSTRIAL AREA ,INDORE|MADHYA PRADESH|21|24|6.5|7.5|1359|1528|1|1|2.94|3.7|2|2|4|9|815|855|0.9|0.9|-|-
3345|TUBEWELL AT INDL AREA,ANUPPUR|MADHYA PRADESH|27.8|28|8|8.1|491|589|1|1|0.68|0.8|2|2|2|2|361|422|-|-|-|-
3344|TUBEWELL AT INDL AREA, SHAHDOLU/G WATER SAMPLE FROM INDUSTRIAL AREA,NARSARHA,DISTT.SHAHDOL(M.P.)|MADHYA PRADESH|28|28.5|8|8.1|488|611|1|1|0.7|0.82|2|2|2|2|385|438|-|-|-|-
2146|WELL AT BHAGATPURI VILLAGE,NAGDA|MADHYA PRADESH|-|-|7.2|7.4|5294|5388|1|1.4|9.2|12.6|-|-|-|-|4232|4300|-|-|-|-
2149|WELL AT CULVERT ON A.B.ROAD, MAKSI|MADHYA PRADESH|24|24|7.3|7.3|1861|1861|1.2|1.2|8.2|8.2|-|-|-|-|1302|1302|-|-|-|-
2148|WELL AT DOSIGAON, RATLAM|MADHYA PRADESH|-|-|7.6|7.9|2150|3292|1.2|1.8|4|6.82|2|2|22|22|1640|2306|0.2|0.2|-|-
2153|WELL AT IBRAHIMGANJ NEARBUS STAND, BHOPAL|MADHYA PRADESH|27|27|7.4|7.8|798|835|1|1.1|9.75|10.1|48|48|230|230|586|632|0.2|0.2|-|-
2143|WELL AT KATHODA, JABALPUR|MADHYA PRADESH|21|21|7.4|7.7|412|611|1|1|0.8|0.8|2|2|11|11|342|574|0.2|0.2|0.001|0.001
2144|WELL AT MADAI GRAM,JABALPUR|MADHYA PRADESH|22.3|22.3|7.4|7.5|428|428|1|1|0.3|0.6|2|2|14|14|384|410|0.2|0.2|0.001|0.001
2145|WELL AT MEHATWAS, NAGDA|MADHYA PRADESH|26|26|7.5|7.5|1618|1767|1.2|1.8|4.48|4.93|-|-|-|-|1310|1360|-|-|-|-
2154|WELL AT NEAR PRIMARYSCHOOL, PILUKHEDI, RAJGARH.|MADHYA PRADESH|24|27|7.1|7.9|370|850|2.1|2.1|0.6|0.64|2|2|29|29|196|546|-|-|-|-
2147|WELL AT PRATAL NAGAR, DEWAS|MADHYA PRADESH|25|25|7.2|7.5|2918|3440|1.2|1.2|4.1|8.2|-|-|-|-|2040|2420|-|-|-|-
2152|WELL AT TRENCHING GROUNDIN THE PREMISES OF M/S LAKHANI FOOT WEAR, INDORE|MADHYA PRADESH|20|23|7.4|7.6|2044|2640|1|1|3.06|6|2|2|6|8|1266|1610|0.7|0.8|-|-
2151|WELL AT TRENCHING GROUND IN THE PREMISES OF M/S RISHABH MASALA UDYOG,INDORE|MADHYA PRADESH|20|23|7.5|7.8|2597|2936|1|2.6|2.7|3.26|2|2|6|12|1636|1820|0.8|1|-|-
2150|WELL AT TRENCHING GROUND,NEAR GARDEN, DEV GURADIYA ROAD, INDORE|MADHYA PRADESH|20|23|7.5|7.7|923|1666|1|1|1.71|2.8|2|2|4|4|674|1045|0.6|0.8|-|-
52|WELL, SHRI RAO PRAJAPATI WELL , M. P.(T/W OF HANIF KHAN S/O JABBAR KHAN, AMRAWATI ROAD, BURHANPUR)|MADHYA PRADESH|22|22|7.8|7.8|1555|1555|1|1|3.17|3.17|2|2|6|6|933|933|0.8|0.8|-|-
2002|ANJANGAON,AKOT, AKOLA|MAHARASHTRA|25|27|7.9|8|656|1093|3.2|5.2|0.44|0.5|8|8|140|140|535|1060|0.2|0.3|0.001|0.001
1990|BMW SITE, BURUDGAON,AHMEDNAGAR|MAHARASHTRA|22|23|7.1|7.3|955|2296|5|5.4|2.59|12.8|6|6|58|58|755|1754|0.2|0.2|0.001|0.001
2821|BORE WELL AT BALE RAILWAY STATION PREMISES OWNED BY SHRI DIGAMBAR JOSHI,DAHEGAON, NORTH SOLAPUR|MAHARASHTRA|20|26|7.4|7.9|1294|5783|4.8|4.8|9.5|10.3|30|50|275|550|1088|5462|0.2|0.2|-|-
2817|BORE WELL AT CHITALI NEAR WAGH VASTHI, RAHATA,AHMADNAGAR|MAHARASHTRA|22|22|7.4|7.5|769|990|2.8|4.2|1.06|12|6|6|63|63|610|786|0.2|0.2|0.001|0.001
2200|BORE WELL AT KATPUR, NEARZ.P SCHOOL, KATPUR, PAITHAN,AURANGABAD|MAHARASHTRA|-|-|7.3|7.3|1395|1395|3.2|3.2|1.75|1.75|-|-|-|-|1024|1024|1|1|-|-
2818|BORE WELL AT M/S SPECTRON ETHERS SIDDESHWAR MAHADEV MANDIR, RASEGAON, DINDORI,NASHIK|MAHARASHTRA|21|21|7.1|7.1|999|999|3|3|6.5|6.5|22|22|100|100|782|782|0.2|0.2|-|-
2830|BORE WELL AT MIDC GOKUL- SHIRGAON, KARVIR, KOLHAPUR|MAHARASHTRA|28|28|7.4|8|593|970|1.8|2|1.2|9.14|-|-|-|-|396|712|0.2|0.3|0.001|0.001
2829|BORE WELL AT MIDC SHIROLINEAR M/S PRATIBHA|MAHARASHTRA|28|28|7.5|8|747|2084|2.2|2.4|0.8|5.13|-|-|-|-|486|1454|0.2|0.5|0.001|0.001
None|ENTERPRISES, HATKANANGALE,KOLHAPUR|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
2823|BORE WELL AT SHETE VASTI NEAR OLD TULJAPUR ROAD,TULJAPUR NAKA, SOLAPUR|MAHARASHTRA|22|26|7.6|7.9|1290|4536|4.6|5|9.46|10.5|35|120|350|900|1082|3740|0.2|0.2|-|-
2825|BORE WELL AT WAHEGAON NEAR ZILLA PARISHAD SCHOOL, WAHEGAON,PAITHAN,AURANGABAD|MAHARASHTRA|29|29|7.3|7.8|1989|3486|2.4|2.6|0.3|5.45|-|-|-|-|1438|2540|0.4|0.9|-|-
2822|BORE WELL NEAR CHINCHOLI,MOHOL, SOLAPUR|MAHARASHTRA|22|27|7.6|7.8|1305|1411|3.6|5.2|9.51|9.7|7|40|45|425|1096|1242|0.2|0.2|-|-
1998|BRHAMNI, KALMESHWAR,NAGPUR|MAHARASHTRA|-|-|8|8|748|748|4|4|0.3|0.3|17|17|120|120|599|599|0.2|0.2|0.001|0.001
1999|CHANGERA, GONDIA|MAHARASHTRA|-|-|8.2|8.2|913|913|3|3|-|-|14|14|140|140|738|738|-|-|-|-
2204|DUG WELL AT GUNJALWADI, SANGAMNER NEAR PRIMARY HEALTH CARE CENTER,AHMEDNAGAR|MAHARASHTRA|21|22|7.1|7.6|368|1410|3.2|4|0.3|14|4|4|49|49|228|1105|0.2|0.2|0.001|0.001
2201|DUG WELL AT RANJANGAON,GANAGAPUR, AURANGABAD|MAHARASHTRA|29|29|7.9|7.9|1915|1915|2.6|2.6|0.3|0.3|-|-|-|-|1412|1412|0.7|0.7|-|-
2831|DUG WELL AT SAKHARALI NEAR MIDC ISLAMPUR NEAR KRISHNA MILK INDUSTRY, WALWA,SANGALI|MAHARASHTRA|24|24|7.4|7.4|1046|1046|2.6|2.6|4.86|4.86|4|4|11|11|714|714|0.2|0.2|0.001|0.001
2828|DUG WELL NEAR JILLA PARISHADPRIMARY SCHOOL, VISAPUR, BALLARPUR, CHANDRAPUR|MAHARASHTRA|42|42|7.6|8.7|692|930|3.2|5|0.3|1|2|17|2|210|580|844|0.3|0.3|-|-
2826|DUG WELL NEAR RAILWAYSTATION, COTTON MARKET, WARDHA|MAHARASHTRA|17|21|7.8|8|692|791|2.7|3.6|0.3|2.6|2|11|2|140|595|639|0.2|0.3|-|-
2832|DUG WELL NO-1 AT BRAHMANWADI ANJANWELOWNED BY SHRI VAIDYA, GUHAGAR, RATNAGIRI|MAHARASHTRA|25|27|6.1|7.6|80|94|1.8|1.8|0.4|0.4|4|4|11|14|48|89|0.2|0.5|-|-
2833|DUG WELL NO-1 AT GROUPGRAM PANCHAYAT AT|MAHARASHTRA|25|29|6.2|7.2|205|476|1.6|1.8|0.3|0.8|4|6|11|21|146|336|0.2|0.4|0.001|0.001
None|ARKETWADI NEAR MASJID,KHED, RATNAGIRI|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
2834|DUG WELL NO-2 AT ARKETWADI,KHED, RATNAGIRI|MAHARASHTRA|25|29|6|7.5|138|829|1.8|2.8|0.3|0.5|5|5|13|17|94|581|0.2|0.4|0.001|0.001
2835|DUG WELL NO-2 OWNED BY GROUP GRAM PANCHAYAT BRAHMANWADI, ANJANWEL,GUHAGAR, RATNAGIRI|MAHARASHTRA|25|27|6|7.2|82|484|1.6|1.8|0.7|2.07|4|5|13|17|52|344|0.2|0.3|0.001|0.001
2816|DUG WELL OF MR.SAMPAT WALUNJ NEAR M/S MAHAJEET CLAYTON, SHINDE VILLAGE,NASHIK|MAHARASHTRA|21|21|7.3|7.3|1510|1510|4.2|4.2|7|7|22|22|120|120|1189|1189|0.2|0.2|-|-
2819|DUG WELL OWNED BY SHRI DESHMUKH, MALEGAON,BARAMATI, PUNE|MAHARASHTRA|27.5|29|7.5|7.8|3584|4076|5.4|8.2|10.6|11.11|25|30|275|900|3420|3496|0.2|0.3|-|-
2820|DUG WELL OWNED BY SHRI SHIVAJI BABAN DAREKAR,SANASWADI, SHIRUR, PUNE|MAHARASHTRA|23|26|7.8|8.1|262|1295|5|5.2|0.6|10.36|6|25|85|900|244|1088|0.2|0.2|-|-
1987|GOKHIWARE,VASAI, THANE|MAHARASHTRA|28|38|7.1|7.7|520|9924|3.2|4.2|0.6|3.09|5|13|43|63|470|893|0.4|0.6|0.001|0.001
2203|HAND PUMP IN THE PREMISES OF ZILLA PARISHAD PRIMARYSCHOOL, BHUGAON, WARDHA|MAHARASHTRA|17|20|7.6|8|760|1368|3|3.2|0.3|3.2|2|21|2|150|640|1129|0.2|0.3|0.001|0.001
1985|KASHIMIRA,BHAYANDER, THANE|MAHARASHTRA|28|38|7.6|7.9|1019|2672|3.6|4|0.6|1.6|17|26|63|280|910|2405|0.6|1.7|0.001|0.001
2005|KHANJIRENAGAR,HATKANANGALE, KOLHAPUR|MAHARASHTRA|28|28|7.4|8.2|980|2106|1.8|2.4|0.7|4.47|-|-|-|-|640|1480|0.2|0.4|0.001|0.001
1995|KHAPERKHEDA,SAONER,NAGPUR|MAHARASHTRA|24|24|8|8.1|715|735|3|6.5|0.3|2.8|2|4|2|70|586|605|0.2|2.1|0.001|0.001
1996|KORADI, KAMPTEE,NAGPUR|MAHARASHTRA|-|-|8|8|714|714|3.8|3.8|0.3|0.3|12|12|94|94|571|571|0.2|0.2|0.001|0.001
2006|MIDC, SHINOLI, CHANDGAD,KOLHAPUR|MAHARASHTRA|28|28|7.3|8.1|620|2048|1.8|2.2|1.1|4.33|-|-|-|-|402|1336|0.2|0.4|0.001|0.001
1989|MSW SITE,KARAWALA,TALOJA,PANVEL, RAIGAD|MAHARASHTRA|28|29|7.9|8|74|124|3.4|3.6|0.3|0.44|11|17|63|70|66|112|0.2|0.2|0.001|0.001
1992|MSW SITE, MOSHI,PIMPRI-CHINCHWAD, HAWELI,PUNE|MAHARASHTRA|25|27|7.3|7.7|152|948|5.4|5.4|0.3|8.95|11|15|80|900|136|796|0.2|0.2|-|-
1991|MSW SITE, PATHARDI, NASIK|MAHARASHTRA|21|21|6.9|6.9|970|970|5|5|2.7|2.7|26|26|150|150|761|761|0.2|0.2|-|-
2004|PARVATI INDL. ESTATE, YADRAV,SHIROL, KOLHAPUR|MAHARASHTRA|28|28|7.4|8|982|2192|1.8|1.8|1.4|9.14|-|-|-|-|684|1440|0.2|0.6|0.001|0.001
